Genre,Budget,Marketing_Budget,Screens,Weeks,Shows,Ticket_Price,Screen_Stability,Actor_Popularity,Director_Success,Occupancy,Seats_Per_Screen,Target
Comedy,91,101,3691,2,12,204,Drop Fast,3,6,0.694453478217292,220,0
Drama,292,117,13558,2,12,255,Drop Fast,3,6,0.7327189469143414,240,0
Mystery,180,129,13554,11,13,435,Growing,3,6,0.7998986287717545,222,1
Comedy,68,184,3592,3,5,125,Stable,8,7,0.665329391935339,245,0
History,41,136,29689,7,7,395,Growing,1,1,0.4259235459001961,85,0
History,170,166,2468,2,9,636,Growing,6,1,0.87247727005441,124,0
Musical,293,165,5832,6,4,454,Growing,6,7,0.8177751891095812,177,0
Drama,115,125,3983,6,4,168,Growing,1,4,0.362036622394795,198,0
Thriller,114,42,28288,5,9,426,Stable,1,6,0.8285578289454942,157,1
War,448,126,14679,6,9,250,Stable,3,6,0.9308511611373371,127,0
Western,237,30,25665,2,9,676,Drop Fast,8,9,0.6960533817655423,190,0
Sport,197,133,15587,7,2,761,Stable,6,2,0.44726365617972563,248,0
Biography,79,8,22557,8,9,419,Stable,4,4,0.67461568189139,162,1
Family,327,43,6169,9,9,551,Growing,5,4,0.4897745484038093,183,0
Biography,473,58,9181,3,3,669,Stable,3,7,0.7231625294496143,153,0
Animation,299,165,21232,8,13,767,Growing,6,1,0.6313599716191114,134,1
Mystery,96,37,21523,7,10,211,Stable,6,5,0.9006434284628259,140,1
Thriller,379,24,9050,10,8,734,Drop Fast,6,4,0.682535980240562,81,0
Western,371,20,24608,9,9,561,Growing,9,2,0.39978717860901836,195,1
Sci-Fi,481,153,24441,5,3,461,Stable,8,5,0.7575769113393193,81,0
Action,65,177,15372,10,5,302,Stable,6,9,0.4606148225026173,155,1
Sport,122,131,17602,2,8,586,Growing,2,8,0.440673667064163,89,0
Drama,22,91,18537,7,7,579,Drop Fast,4,9,0.5242436379021524,155,1
History,449,86,25966,9,8,103,Drop Fast,6,7,0.258397675343873,246,1
War,27,66,28482,5,2,228,Stable,9,7,0.9283984621128962,81,0
Musical,191,35,3857,3,9,125,Stable,2,2,0.6226317779510888,200,0
Horror,470,46,21430,3,14,126,Stable,6,3,0.7914457257110722,144,0
Musical,122,16,18880,11,8,141,Growing,7,8,0.43049655566451484,160,1
Sci-Fi,238,69,17358,2,14,682,Growing,8,2,0.7726326921435379,164,0
Family,180,77,19395,6,5,163,Growing,9,7,0.6470193515946947,123,1
Action,304,135,9772,7,2,124,Stable,5,6,0.5469009216456517,113,0
War,198,119,3382,5,9,171,Drop Fast,9,4,0.9294684583375233,152,0
Animation,435,141,13179,5,11,581,Growing,9,4,0.5956905999024841,185,0
Adventure,474,110,8067,6,8,367,Drop Fast,7,3,0.7102210073227737,239,1
Animation,88,183,15355,6,9,194,Stable,2,6,0.2607395340429158,84,0
Sport,155,20,13206,10,11,494,Growing,8,3,0.46101864454905384,189,1
Horror,416,82,4529,9,2,463,Growing,5,9,0.8720840963120464,148,1
Biography,191,129,22751,10,6,414,Growing,8,4,0.7812713427812131,133,1
Sci-Fi,295,135,3297,4,10,216,Stable,2,4,0.6257278253229548,117,0
Sci-Fi,259,156,1604,4,6,263,Stable,7,2,0.8801117949792997,216,0
Crime,363,145,28577,2,14,676,Stable,5,2,0.590354359245289,140,0
Romance,323,134,5301,11,11,405,Drop Fast,4,7,0.6465549449314429,174,1
Thriller,205,116,1569,7,13,299,Drop Fast,6,5,0.5175069930382818,100,0
War,332,131,22081,5,4,279,Growing,5,3,0.684028025706019,115,0
Crime,80,25,6865,9,10,457,Growing,6,6,0.47330107164461166,80,0
History,257,151,18648,3,14,351,Stable,9,6,0.51984452427965,229,1
Comedy,155,93,27068,3,10,398,Stable,1,1,0.926428384245088,222,1
Thriller,115,51,2965,8,5,529,Stable,1,3,0.3279160758597131,125,0
Western,272,154,19401,6,5,103,Growing,6,5,0.32367874167222865,144,0
Horror,305,165,24375,2,12,752,Stable,2,7,0.28032121361851103,85,0
Fantasy,79,164,916,8,9,777,Drop Fast,8,4,0.4740311638321873,247,1
Western,479,196,14050,8,8,353,Drop Fast,7,8,0.528760469727547,242,1
Documentary,202,89,20624,11,12,764,Growing,6,3,0.3161609508486824,160,1
History,77,171,1911,7,6,678,Growing,4,6,0.6343916967567806,230,1
War,314,132,26001,5,7,666,Drop Fast,9,6,0.6583110703384083,227,1
Mystery,61,76,21951,9,4,195,Stable,7,9,0.7757186855293297,107,1
Crime,379,46,6461,3,7,266,Growing,7,4,0.9331776816310611,244,0
Comedy,372,13,16592,3,14,430,Growing,5,7,0.6835465731046797,214,1
Adventure,294,29,25373,3,9,161,Growing,1,1,0.3281555646766618,128,0
Sport,414,6,20702,4,11,273,Drop Fast,2,1,0.31196697027204795,103,0
Drama,483,23,6286,7,14,352,Growing,8,2,0.7942828045552598,159,0
Romance,343,24,22967,2,12,560,Drop Fast,5,4,0.7052338899751487,92,0
Sci-Fi,18,74,26384,3,10,723,Drop Fast,2,6,0.36334007629459325,171,0
Sci-Fi,260,21,14562,11,4,314,Stable,5,4,0.4273519808784738,214,1
Animation,440,128,11423,3,9,338,Stable,8,6,0.7751682711047627,94,0
Sport,341,93,16420,2,13,514,Stable,4,2,0.6463090472639526,166,0
Adventure,307,98,13592,4,4,774,Growing,3,9,0.6595000437517773,230,0
Drama,444,88,20251,11,3,225,Drop Fast,5,3,0.3970060699015367,203,1
Western,193,135,2446,8,6,352,Growing,7,7,0.690340587160398,148,1
Sport,188,91,20210,2,5,296,Drop Fast,2,1,0.7894400167850787,170,0
Mystery,207,55,28847,8,14,733,Growing,1,8,0.8696765578246929,139,1
Drama,137,86,3022,6,6,512,Drop Fast,5,4,0.7657021273726344,89,0
Musical,29,158,24867,10,7,555,Stable,7,5,0.6534629557063112,130,1
Musical,481,188,17434,3,4,153,Stable,8,7,0.7212815150727437,143,0
Sport,420,196,17691,2,2,746,Growing,8,3,0.5895780237597144,185,0
Drama,431,12,16883,10,5,438,Drop Fast,9,9,0.40882877018233577,135,0
Drama,337,169,24686,9,7,458,Stable,1,9,0.8675448809403548,239,1
Romance,74,125,27119,11,3,250,Drop Fast,7,8,0.6228358432171976,230,1
History,191,159,9869,7,3,199,Growing,8,1,0.6660228178030645,170,0
Animation,250,177,21984,6,2,333,Stable,6,2,0.9430762396272279,164,1
Adventure,378,8,29872,9,10,643,Growing,4,2,0.9395109747908483,186,1
Horror,33,90,1282,9,4,161,Growing,7,3,0.660417689499956,158,0
War,393,132,11348,6,3,295,Drop Fast,3,2,0.2737700834122263,188,0
Sci-Fi,440,114,27694,8,5,641,Growing,2,1,0.5273032766313903,181,0
Comedy,464,103,8367,2,7,205,Growing,6,5,0.9061052960356224,227,0
Crime,92,41,9757,5,2,394,Drop Fast,2,6,0.45181461466320644,222,0
Adventure,479,75,19384,3,10,744,Drop Fast,6,7,0.9494880796374211,108,0
Drama,328,37,11928,11,10,550,Growing,3,7,0.3090222687995867,149,1
Adventure,194,35,4151,4,9,633,Stable,2,2,0.6476799267036311,159,0
Drama,448,187,14877,2,7,255,Stable,8,7,0.6108145521222859,144,0
Comedy,325,129,16169,3,5,505,Drop Fast,4,2,0.42874703935739,95,0
Biography,108,16,26885,2,3,782,Growing,4,2,0.9140249914515699,133,0
Mystery,71,15,9167,9,9,653,Stable,7,6,0.6834198469981172,176,1
Adventure,295,92,6968,5,8,671,Drop Fast,8,6,0.4111597984112733,86,0
Animation,486,76,18036,4,13,474,Drop Fast,9,8,0.5188337384868353,139,1
Fantasy,31,36,18265,2,5,688,Drop Fast,8,5,0.7548605988174438,89,0
Sci-Fi,468,61,14239,3,4,554,Growing,4,5,0.4583876988874195,132,0
Crime,221,170,2503,4,7,301,Drop Fast,2,1,0.8657243414428267,87,0
Comedy,135,192,15363,4,2,551,Stable,5,4,0.3659717285703369,205,0
Animation,422,90,7357,7,3,286,Growing,7,1,0.4351535629053941,164,0
Romance,434,23,18435,11,8,707,Stable,2,5,0.35142902935626996,169,0
Fantasy,51,120,18481,9,12,467,Stable,4,8,0.3229251871316488,116,1
Sci-Fi,107,188,16329,7,4,439,Stable,6,1,0.4602207964247488,211,1
Family,458,18,22409,3,14,361,Growing,8,3,0.9494251224348083,163,1
Musical,40,37,28194,3,2,688,Stable,6,1,0.3160305892831677,183,0
Romance,167,14,28373,8,3,642,Drop Fast,6,6,0.3991015342931018,102,0
Sci-Fi,121,84,9719,2,11,650,Drop Fast,6,1,0.44013175935460147,216,0
Family,411,196,25390,2,11,405,Stable,4,3,0.6833907791305427,245,1
History,256,68,444,8,10,737,Drop Fast,3,5,0.7717419874854967,124,0
Sci-Fi,131,194,9148,10,8,264,Growing,1,5,0.776353572397832,225,1
History,282,72,9215,6,8,720,Growing,2,2,0.25604518735718185,125,0
Sport,303,96,11219,2,11,187,Drop Fast,2,3,0.7062953211596257,81,0
Musical,407,129,20391,6,9,299,Drop Fast,7,9,0.6915158155569721,96,1
Fantasy,480,175,2979,2,13,370,Growing,6,1,0.6123582773229139,197,0
History,482,84,18430,11,13,150,Stable,8,1,0.5154459929826314,95,0
Documentary,216,63,13923,10,9,588,Growing,9,2,0.8082109382228608,189,1
Drama,119,184,23605,5,10,297,Stable,5,8,0.4907165568033466,127,1
Fantasy,449,101,26016,10,3,122,Drop Fast,3,6,0.41100859047462085,231,0
Comedy,287,23,13003,3,9,764,Drop Fast,4,4,0.46706662219732903,174,0
Fantasy,460,153,17057,8,9,322,Stable,8,7,0.5577535419862161,171,1
History,65,26,20715,3,14,320,Stable,3,6,0.39984017160191765,240,0
History,384,13,28025,5,6,762,Growing,2,9,0.6752998723438406,185,0
Action,412,13,13898,7,6,365,Stable,7,6,0.8689464417583269,182,0
Romance,66,31,1992,3,5,172,Drop Fast,4,2,0.6668220869134525,211,0
Documentary,437,21,15576,3,6,176,Drop Fast,8,3,0.5626678152341669,80,0
Family,491,176,18318,3,3,643,Drop Fast,1,9,0.8078081363574328,112,0
Fantasy,300,49,13317,4,3,534,Stable,8,7,0.7736270360121701,210,1
Action,123,12,7415,6,6,164,Stable,5,6,0.5069406850714873,180,0
Family,390,150,23813,10,12,456,Drop Fast,2,5,0.6729074294657533,124,0
Adventure,394,129,5388,7,14,117,Stable,1,3,0.7608900022225938,100,0
History,317,127,16218,10,4,775,Growing,6,4,0.4218242806136087,152,1
Crime,350,37,28718,11,2,665,Growing,9,1,0.5063917153589329,136,1
History,486,5,14901,6,10,674,Stable,9,5,0.32404324938497936,247,0
Mystery,207,10,5481,7,3,535,Stable,9,7,0.9413761948147833,141,0
Horror,430,45,22442,11,13,540,Drop Fast,4,2,0.310114355296195,200,0
Romance,330,187,1144,9,11,108,Stable,6,8,0.3680242875865042,103,0
Thriller,188,9,1711,4,3,569,Drop Fast,6,6,0.5858823647648979,231,0
Sci-Fi,394,191,20665,3,5,731,Growing,5,3,0.8556902834811775,217,0
Crime,228,84,12918,4,3,447,Stable,2,2,0.49911741606357163,178,0
History,286,22,22702,10,8,701,Growing,7,8,0.7880173032719421,147,1
Documentary,446,181,17442,7,13,471,Stable,1,4,0.7232238513213652,136,0
Mystery,25,86,20144,11,11,274,Stable,6,7,0.6970648540117752,154,1
Mystery,388,69,25005,5,2,614,Drop Fast,5,7,0.841512075676788,186,1
Crime,70,87,27193,11,12,229,Drop Fast,5,9,0.25991920274003794,127,1
Thriller,63,186,8569,4,3,665,Stable,8,8,0.9004071269922741,156,1
Musical,177,193,12320,3,12,392,Stable,9,8,0.8304583262354052,234,1
Horror,35,140,13921,5,6,795,Drop Fast,7,7,0.9065070537562789,109,1
Comedy,345,135,2815,10,3,452,Growing,8,5,0.805511518699681,125,0
War,485,29,18197,5,10,323,Stable,2,9,0.8650139852179907,219,1
History,74,73,15829,6,5,623,Drop Fast,2,7,0.39215463373963544,199,0
Biography,109,187,3040,9,10,608,Stable,8,3,0.47346034681393534,139,1
Thriller,83,172,14251,3,12,467,Drop Fast,6,6,0.47065470942951165,226,1
Comedy,201,86,27723,4,13,765,Growing,8,3,0.32641672211463973,183,1
History,180,182,1974,7,2,689,Stable,9,6,0.7607054786992136,147,0
War,282,121,13462,8,2,751,Stable,9,8,0.34531962488095097,241,1
Sport,386,99,4071,5,2,599,Growing,6,9,0.28675641625534243,197,0
Adventure,196,37,8473,2,5,189,Stable,8,2,0.7928128090385447,203,0
Sport,32,115,17429,8,10,755,Stable,2,6,0.8832642188123505,196,1
Fantasy,400,150,27585,10,9,171,Stable,8,3,0.7848863435755933,86,1
Comedy,437,129,9608,2,8,532,Drop Fast,3,7,0.8277465489823834,161,0
History,190,189,29489,2,2,788,Drop Fast,1,4,0.6669351744815398,249,0
Drama,336,20,3460,2,4,447,Stable,7,5,0.8714224365403271,132,0
Family,117,84,3345,11,10,362,Growing,1,6,0.5976924376504986,215,1
Romance,344,42,8002,8,10,370,Growing,1,8,0.9418258329412255,229,1
Documentary,171,173,2463,10,6,608,Stable,1,2,0.3223905299386142,105,0
Thriller,311,139,27113,4,13,607,Drop Fast,4,4,0.8164264946909686,196,1
Mystery,461,82,25220,9,14,716,Drop Fast,4,4,0.6989725912078927,160,1
Adventure,215,185,8355,10,7,519,Stable,6,6,0.6564522477548366,243,1
Comedy,87,67,1122,4,12,171,Drop Fast,3,4,0.7580673716027849,120,0
Animation,25,116,6895,4,14,173,Drop Fast,6,5,0.8382040715591941,190,1
Sci-Fi,336,93,20872,2,7,754,Growing,7,5,0.8540188467883569,161,0
Horror,105,164,5958,3,11,602,Stable,1,8,0.37276667406078945,234,0
Western,156,42,12776,8,5,673,Drop Fast,6,4,0.38792515082707846,149,0
Horror,11,154,24715,4,2,245,Drop Fast,1,6,0.261316556659518,177,0
Musical,19,148,19214,8,6,145,Drop Fast,7,7,0.34228972045459094,248,1
Horror,443,56,8016,6,14,204,Stable,5,8,0.4347177449949472,84,0
Sport,134,33,25943,11,2,208,Stable,4,9,0.754725075785198,236,1
Biography,90,148,7756,9,2,416,Drop Fast,1,8,0.583037256301757,201,0
Sport,494,80,16425,6,12,220,Growing,9,4,0.7805324749088121,91,0
Mystery,149,149,28739,4,6,598,Growing,7,4,0.5905750934739235,232,1
Action,335,68,6130,10,6,142,Stable,2,5,0.6389182170369778,241,1
Musical,159,95,11833,8,8,198,Growing,4,3,0.32774661061550775,154,0
Musical,297,93,23584,6,3,410,Drop Fast,4,2,0.7935907992732227,103,0
War,370,17,3712,8,7,313,Stable,8,2,0.7806885725396884,194,0
Animation,349,76,6266,11,3,562,Stable,2,9,0.4652931141764337,192,0
Biography,138,188,25671,10,14,522,Growing,5,8,0.48000465446028134,142,1
Horror,447,9,13407,6,11,488,Stable,8,6,0.4037770154011948,217,0
Drama,248,16,20306,8,6,796,Growing,6,9,0.8196877732253068,212,1
Western,67,173,14522,10,5,211,Growing,4,5,0.7729047613732463,168,1
Biography,207,7,22232,2,12,371,Drop Fast,5,1,0.6764034167289769,107,0
Thriller,220,37,2260,5,11,201,Growing,2,8,0.4171754721907882,124,0
Crime,411,125,14213,2,6,309,Growing,5,3,0.37029733282962096,190,0
Action,399,54,19618,9,3,121,Stable,3,9,0.28518819582222915,247,0
Romance,54,188,2587,4,9,258,Drop Fast,3,1,0.2819280372449636,203,0
Animation,106,141,23592,3,9,442,Drop Fast,7,3,0.38099529786582886,170,0
Animation,288,182,26673,5,7,499,Growing,3,1,0.32037277262625546,215,0
Documentary,32,33,8231,4,4,553,Stable,4,1,0.6392753710457101,106,0
Crime,419,43,1999,6,5,798,Stable,7,6,0.5006630894561339,224,0
Comedy,470,95,20991,9,2,242,Stable,3,4,0.5614620475177023,110,0
War,400,104,2980,11,10,496,Drop Fast,2,4,0.6658470285110328,84,0
Comedy,344,177,1327,9,11,635,Drop Fast,7,5,0.7113712217474595,139,0
Horror,53,21,25114,8,6,240,Growing,5,3,0.7037412039178046,168,0
Sport,36,60,7565,9,9,339,Growing,1,2,0.4325996107745827,226,0
Drama,291,50,14835,6,4,391,Stable,8,8,0.8167389142072718,180,1
History,106,71,7811,11,5,181,Growing,3,7,0.8923967689434609,121,1
Adventure,472,146,12846,11,5,659,Stable,7,4,0.4711568430562366,102,0
Thriller,45,71,7735,7,9,270,Drop Fast,6,2,0.2619457915962476,200,0
Animation,118,27,14704,9,13,679,Growing,6,9,0.8794079306539535,188,1
Crime,64,98,9564,2,10,625,Stable,8,8,0.8964841130674333,156,0
Western,201,193,3008,7,4,641,Drop Fast,4,4,0.2856625082891235,96,0
Comedy,228,155,13255,7,8,209,Stable,4,5,0.2534696143014486,193,0
Animation,194,159,27805,6,10,311,Growing,3,6,0.8214833480949195,137,1
War,78,58,26865,5,3,537,Stable,1,4,0.4610243481381746,210,0
Western,326,142,4497,2,5,421,Drop Fast,3,2,0.8902075171071919,175,0
Crime,139,81,11409,11,4,183,Growing,1,5,0.40172050128868264,124,0
Drama,64,20,21143,9,9,475,Drop Fast,6,1,0.8528082312886109,114,1
Sport,387,45,648,7,5,152,Growing,8,7,0.2980509888075257,81,0
Biography,106,102,5208,4,10,595,Stable,3,9,0.43244579311978154,126,0
Animation,345,187,21477,4,2,355,Drop Fast,4,3,0.9311902154019487,82,0
Family,96,132,17377,7,2,685,Drop Fast,5,6,0.41183765803189765,236,1
Sci-Fi,303,65,17020,8,5,319,Stable,7,9,0.3431090888525288,207,1
Western,128,90,6212,9,4,754,Drop Fast,6,4,0.8499382567310967,99,0
Romance,217,122,22453,6,4,199,Drop Fast,2,6,0.33246055423303533,241,0
Documentary,343,104,29402,11,11,228,Drop Fast,7,3,0.3182192760056524,119,0
Sci-Fi,422,53,29436,7,13,318,Drop Fast,8,9,0.476397593932675,188,1
Drama,163,184,1820,2,3,576,Stable,1,7,0.6947299546178716,144,0
Action,44,6,13784,7,11,557,Drop Fast,6,7,0.7475224616450868,169,1
Romance,88,124,28277,10,11,121,Drop Fast,9,4,0.866867148679177,142,1
Animation,76,182,27695,11,3,789,Drop Fast,7,6,0.6286380681713742,135,1
Comedy,352,127,20892,5,9,659,Growing,5,8,0.5253924507326828,239,1
Drama,422,90,1148,11,2,728,Growing,9,6,0.5011836332841255,145,0
Sport,43,175,20528,2,9,428,Stable,2,6,0.8428319099342317,175,0
Biography,106,81,9519,10,11,790,Stable,7,4,0.7566707166378658,248,1
Musical,178,140,16775,5,4,579,Stable,9,8,0.8838003096075975,236,1
Animation,178,63,12404,3,3,438,Drop Fast,2,8,0.9248248190121299,195,0
Biography,160,197,12152,2,10,278,Growing,6,9,0.46003558525866517,166,0
Family,80,16,28506,4,6,520,Growing,9,6,0.6207718830905876,130,1
Fantasy,12,8,17987,8,6,581,Stable,3,2,0.692274565155383,91,0
War,323,121,18574,11,14,148,Growing,8,4,0.3646942627435203,123,1
Sport,41,99,1304,3,7,129,Stable,5,4,0.2873429237474893,217,0
Fantasy,296,129,29576,10,5,184,Drop Fast,7,8,0.8574347398807194,162,1
Animation,91,45,748,3,8,601,Growing,3,5,0.6248664575287612,169,0
War,52,127,11840,6,8,645,Drop Fast,8,4,0.6495419514520274,88,0
Musical,400,11,26637,9,12,428,Drop Fast,2,8,0.6384400417995684,236,1
Western,114,73,29025,11,10,709,Growing,8,3,0.7784724933828833,236,1
Thriller,10,73,22345,9,7,533,Stable,2,2,0.3518513612774303,171,0
Drama,70,85,25346,4,14,687,Growing,7,4,0.6798339085400729,204,1
Biography,279,34,8103,3,2,786,Drop Fast,2,1,0.578635658104341,143,0
Drama,189,77,18368,10,10,348,Stable,7,1,0.877870711655407,210,1
Western,233,10,27063,4,13,233,Drop Fast,1,5,0.6137346565274278,194,0
War,15,93,10813,9,14,789,Stable,6,1,0.9100544818519158,202,1
Animation,112,151,28748,3,11,464,Growing,7,4,0.4972770959259346,211,1
War,19,70,17388,4,10,674,Drop Fast,4,8,0.9268262944729934,221,1
Thriller,80,14,9190,2,6,524,Stable,1,8,0.8626105636642374,181,0
Sport,99,148,11667,7,8,514,Stable,6,2,0.6589843028147482,156,1
Biography,235,41,25386,8,2,755,Growing,4,3,0.4975969533233172,235,1
Western,167,81,24101,5,5,611,Stable,3,3,0.5131463502167919,142,0
Horror,237,81,23415,2,13,484,Stable,4,1,0.7909264605208041,246,1
Adventure,414,36,23501,4,11,487,Drop Fast,6,3,0.6564419458183312,187,0
Romance,135,51,26582,10,5,548,Growing,5,8,0.5311113098285246,227,1
Family,453,114,4438,6,6,663,Growing,2,6,0.695238472988515,107,0
Comedy,218,175,19844,7,7,402,Drop Fast,2,5,0.763263378530661,203,1
Fantasy,106,124,4567,5,5,198,Drop Fast,3,9,0.2660303587909261,221,0
Crime,83,168,5851,2,7,405,Drop Fast,6,7,0.3129039607822571,156,0
History,124,158,16404,6,11,656,Stable,1,6,0.3161398082849554,154,0
Sport,200,14,19955,6,8,141,Growing,7,5,0.4123536636843343,181,0
Fantasy,179,163,27249,6,4,567,Growing,8,5,0.5488933074591198,118,1
Musical,316,101,2293,7,10,539,Growing,7,9,0.8125549295047881,222,1
Musical,457,161,26918,3,9,426,Stable,3,6,0.49576932449969013,152,0
War,213,9,4201,2,2,668,Growing,6,4,0.26223445186642336,210,0
Animation,65,81,23140,3,14,132,Growing,4,4,0.5883532970662102,84,0
Romance,217,5,8010,11,3,511,Growing,5,4,0.9476400167972353,171,1
Crime,50,135,11472,7,3,725,Growing,3,6,0.4943146969584433,249,0
History,41,71,4754,6,11,213,Drop Fast,5,1,0.9228781631371203,222,1
Action,24,167,26208,6,10,607,Stable,6,9,0.32094159179549586,82,1
Romance,71,19,19101,7,13,155,Growing,8,2,0.37116976053371337,242,1
Adventure,164,199,27633,11,10,655,Growing,6,2,0.7568854491019957,214,1
Fantasy,293,97,8897,8,10,451,Growing,9,5,0.6008487142794944,173,0
Crime,218,34,22389,10,2,428,Growing,4,4,0.7855852624261203,231,1
Documentary,329,107,17680,8,8,645,Growing,2,3,0.8544908415202229,238,1
Adventure,196,86,12571,3,13,369,Drop Fast,9,5,0.4257594132427242,157,0
Sport,451,79,28930,7,12,295,Drop Fast,3,7,0.7279804193078193,159,1
Biography,139,175,9436,10,14,512,Stable,7,2,0.6753208656436293,194,1
War,136,64,13969,8,4,736,Stable,4,6,0.8530745204344917,83,0
Animation,301,44,7261,3,12,178,Growing,1,4,0.5510727304269178,210,0
Family,123,197,18788,4,10,756,Growing,8,2,0.286309301497462,207,0
Western,208,161,4102,9,9,182,Drop Fast,4,1,0.6519302890907583,88,0
Action,22,78,1552,10,4,236,Stable,6,8,0.9212148233829204,147,1
Mystery,280,125,1796,5,2,638,Growing,7,5,0.2602418256536564,197,0
Fantasy,98,151,8967,10,10,788,Growing,8,2,0.4181805918957182,167,1
Musical,224,7,23564,3,14,405,Growing,2,8,0.471247452974884,218,0
Action,453,40,879,6,11,410,Stable,9,3,0.7860872215236828,243,1
Comedy,287,47,29074,3,2,487,Drop Fast,3,7,0.47629384572771327,204,0
Action,456,147,20296,2,4,648,Drop Fast,1,2,0.4173587042374197,151,0
Action,483,173,12220,6,14,605,Growing,2,7,0.7039906101269287,209,1
Adventure,490,119,25905,3,7,487,Growing,8,4,0.2824837022726997,129,0
History,212,113,12296,8,7,392,Growing,6,1,0.36941780197112284,82,0
Action,83,94,11585,9,12,278,Growing,1,5,0.5356211600686106,146,0
History,34,168,8709,3,11,771,Growing,9,4,0.49891997363802176,164,0
Western,110,88,21885,8,5,528,Stable,7,8,0.4930160734283542,194,1
Thriller,185,81,5934,5,3,623,Drop Fast,3,1,0.3259885091837632,141,0
Comedy,436,165,15875,2,14,780,Stable,7,2,0.5025880136148576,93,0
Romance,126,9,24565,4,11,411,Stable,6,5,0.8085949403939818,201,1
Thriller,175,82,22476,2,7,179,Growing,3,2,0.5396909412581766,102,0
War,50,95,20280,6,11,113,Stable,8,1,0.6603198293709794,202,1
Musical,438,91,12893,9,6,153,Drop Fast,1,6,0.3645055865221223,156,0
Animation,353,18,23713,2,14,546,Growing,5,4,0.2987979544280033,95,0
Comedy,433,108,19580,10,7,164,Drop Fast,8,5,0.8659692293520924,225,1
Mystery,375,87,23821,4,8,471,Stable,3,3,0.48196081730217116,92,0
Biography,129,179,23911,6,12,602,Growing,6,6,0.49523606314769286,204,1
Sport,106,58,7607,10,10,669,Drop Fast,2,4,0.8643814946352009,135,0
Fantasy,154,136,11986,6,13,195,Drop Fast,9,6,0.7454399442361207,119,1
